Date,Time,Board,Scope,Legato,Debug level,Process name,Process ID,Process Thread,Process Symbol,Exec File Name,Func name,Thread ID,Message
Mar/4,14:57:56,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=main,main.c,SimRefreshHandler(),151, SIM refresh performed
Mar/4,14:57:56,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_SetDefaultAPN(),2421, Search for ICCID  in file /legato/systems/current/apps/modemService/read-only/usr/local/share/apns-iin.json
Mar/4,14:57:56,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_SetDefaultAPN(),2427, Could not find ICCID  in file /legato/systems/current/apps/modemService/read-only/usr/local/share/apns-iin.json
Mar/4,14:57:56,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_SetDefaultAPN(),2440, Search for MCC/MNC 000/00 in file /legato/systems/current/apps/modemService/read-only/usr/local/share/apns-mccmnc.json
Mar/4,14:57:56,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_SetDefaultAPN(),2446, Could not find MCC/MNC 000/00 in file /legato/systems/current/apps/modemService/read-only/usr/local/share/apns-mccmnc.json
Mar/4,14:57:56,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_SetDefaultAPN(),2421, Search for ICCID  in file /legato/systems/current/apps/modemService/read-only/usr/local/share/apns-iin.json
Mar/4,14:57:56,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_SetDefaultAPN(),2427, Could not find ICCID  in file /legato/systems/current/apps/modemService/read-only/usr/local/share/apns-iin.json
Mar/4,14:57:56,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_SetDefaultAPN(),2440, Search for MCC/MNC 208/01 in file /legato/systems/current/apps/modemService/read-only/usr/local/share/apns-mccmnc.json
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,FindApnWithMccMncFromFile(),514, Got APN 'orange' for MCC/MNC [208/01]
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=main,le_sim.c,SimToolkitHandler(),1048, Update SIM Card information after a refresh
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=main,le_sim.c,SimToolkitHandler(),1082, Report STK event 1 on SIM 1
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=main,le_sim.c,FirstLayerSimToolkitHandler(),1011, Report STK event 1 on SIM 1
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=main,main.c,SimRefreshHandler(),151, SIM refresh performed
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_SetDefaultAPN(),2421, Search for ICCID 89332422217010081060 in file /legato/systems/current/apps/modemService/read-only/usr/local/share/apns-iin.json
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,FindApnWithIccidFromFile(),611, Got APN 'internet.sierrawireless.com' for ICCID 89332422217010081060
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 1, old connection status 0, new state 2, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_GetBytesCounters(),2089," Received and transmitted bytes: rx=0, tx=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounters(),960," Saved rxBytes=0, txBytes=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 1, old connection status 2, new state 0, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 1, old connection status 0, new state 2, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_GetBytesCounters(),2089," Received and transmitted bytes: rx=0, tx=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounters(),960," Saved rxBytes=0, txBytes=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 1, old connection status 2, new state 0, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 1, old connection status 0, new state 2, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_GetBytesCounters(),2089," Received and transmitted bytes: rx=0, tx=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounters(),960," Saved rxBytes=0, txBytes=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 1, old connection status 2, new state 0, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_AddSessionStateHandler(),1565, handlerRef 0x643
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_AddSessionStateHandler(),1565, handlerRef 0x843
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_AddSessionStateHandler(),1565, handlerRef 0xa43
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_AddSessionStateHandler(),1565, handlerRef 0xc43
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_AddSessionStateHandler(),1565, handlerRef 0xe43
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 1, old connection status 0, new state 2, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 2, old connection status -1, new state 2, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 3, old connection status -1, new state 2, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 4, old connection status -1, new state 2, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 5, old connection status -1, new state 2, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_GetBytesCounters(),2089," Received and transmitted bytes: rx=0, tx=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounters(),960," Saved rxBytes=0, txBytes=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 1, old connection status 2, new state 0, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),630, Enter Test Disconnection:---------------------------------------
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetDisconnectionReasonExt(),2735, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.err,Legato:,=ERR=,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetDisconnectionReasonExt(),2748, Unsupported PDP type provided: 0
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificDisconnectionCodeExt(),2792, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.err,Legato:,=ERR=,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificDisconnectionCodeExt(),2805, Unsupported PDP type provided: 0
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2859, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:57,swi-mdm9x28-wp,user.err,Legato:,=ERR=,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2872, Unsupported PDP type provided: 0
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),684," Dual: failureType: 2d, failureCode: 7fffffff"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),703," Normal: failureType: e, failureCode: 2"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),707, End Test Disconnection:---------------------------------------
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),630, Enter Test Disconnection:---------------------------------------
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetDisconnectionReasonExt(),2735, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.err,Legato:,=ERR=,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetDisconnectionReasonExt(),2748, Unsupported PDP type provided: 0
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificDisconnectionCodeExt(),2792, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.err,Legato:,=ERR=,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificDisconnectionCodeExt(),2805, Unsupported PDP type provided: 0
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2859, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:57,swi-mdm9x28-wp,user.err,Legato:,=ERR=,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2872, Unsupported PDP type provided: 0
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),684," Dual: failureType: 2d, failureCode: 7fffffff"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),703," Normal: failureType: e, failureCode: 2"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),707, End Test Disconnection:---------------------------------------
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_GetBytesCounters(),2089," Received and transmitted bytes: rx=0, tx=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounters(),960," Saved rxBytes=0, txBytes=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 2, old connection status 2, new state 0, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),630, Enter Test Disconnection:---------------------------------------
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetDisconnectionReasonExt(),2735, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificDisconnectionCodeExt(),2792, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2859, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),694," Not-Dual: failureType: e, failureCode: 2"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),703," Normal: failureType: e, failureCode: 2"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),707, End Test Disconnection:---------------------------------------
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_GetBytesCounters(),2089," Received and transmitted bytes: rx=0, tx=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounters(),960," Saved rxBytes=0, txBytes=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,NewSessionStateHandler(),298," profileIndex 3, old connection status 2, new state 0, pdp Type 0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),630, Enter Test Disconnection:---------------------------------------
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetDisconnectionReasonExt(),2735, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificDisconnectionCodeExt(),2792, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2859, Invalid reference ((nil)) provided!
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:57,swi-mdm9x28-wp,user.warn,Legato:,-WRN-,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,le_mdc.c,le_mdc_GetPlatformSpecificFailureConnectionReasonExt(),2849, failureTypePtr or failureCodePtr is NULL !
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),694," Not-Dual: failureType: e, failureCode: 2"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),703," Normal: failureType: e, failureCode: 2"
Mar/4,14:57:57,swi-mdm9x28-wp,user.info,Legato:,INFO,mdcUnitTest,3140,mdcUnitTest,T=Threadhandler,main.c,CheckDisconnectionReason(),707, End Test Disconnection:---------------------------------------
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,le_mdc_GetBytesCounters(),2089," Received and transmitted bytes: rx=0, tx=0"
Mar/4,14:57:57,swi-mdm9x28-wp,user.debug,Legato:,DBUG,mdcUnitTest,3140,mdcUnitTest,T=TestThread,le_mdc.c,SetDataCounters(),960," Saved rxBytes=0, txBytes=0"
